usageKey,scientificName,rank,order,matchType,phylum,kingdom,genus,class,confidence,synonym,status,family,usageKey1,scientificName2,rank1,order1,matchType1,phylum1,kingdom1,genus1,class1,confidence1,synonym1,status1,family1,UniqueID,TaxonomicGroup,YearPublished,Kingdom,scientificName1,vernacularName,RLCAsPublished,RLC,RLCEurope,Criteria,Reference,license,rightsHolder,accessRights,datasetName,locationID,locality,countryCode,occurrencestatus,threadStatus
2135245,"Satilatlas britteni (Jackson, 1913)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Satilatlas,Arachnida,99,FALSE,ACCEPTED,Linyphiidae,2135245,"Satilatlas britteni (Jackson, 1913)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Satilatlas,Arachnida,98,FALSE,ACCEPTED,Linyphiidae,INBO:RL:NONVAL:SPI:1998:3975,Spiders,1998,Animalia,Satilatlas britteni,Donker dwergstekelpootje,Met uitsterven bedreigd,CR,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR)
5168442,"Savignia frontata Blackwall, 1833",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Savignia,Arachnida,100,FALSE,ACCEPTED,Linyphiidae,5168442,"Savignia frontata Blackwall, 1833",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Savignia,Arachnida,98,FALSE,ACCEPTED,Linyphiidae,INBO:RL:NONVAL:SPI:1998:3976,Spiders,1998,Animalia,Savignia frontata,Torenkopje,Kwetsbaar,VU,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
2141093,"Scotina celans (Blackwall, 1841)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Scotina,Arachnida,99,FALSE,ACCEPTED,Liocranidae,2141093,"Scotina celans (Blackwall, 1841)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Scotina,Arachnida,98,FALSE,ACCEPTED,Liocranidae,INBO:RL:NONVAL:SPI:1998:3977,Spiders,1998,Animalia,Scotina celans,Bonte bodemzakspin,Zeldzaam,NT,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
2141094,"Scotina gracilipes (Blackwall, 1859)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Scotina,Arachnida,99,FALSE,ACCEPTED,Liocranidae,2141094,"Scotina gracilipes (Blackwall, 1859)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Scotina,Arachnida,98,FALSE,ACCEPTED,Liocranidae,INBO:RL:NONVAL:SPI:1998:3978,Spiders,1998,Animalia,Scotina gracilipes,Langpootbodemzakspin,Met uitsterven bedreigd,CR,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR)
2133453,"Scotophaeus blackwalli (Thorell, 1871)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Scotophaeus,Arachnida,99,FALSE,ACCEPTED,Gnaphosidae,2133453,"Scotophaeus blackwalli (Thorell, 1871)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Scotophaeus,Arachnida,98,FALSE,ACCEPTED,Gnaphosidae,INBO:RL:NONVAL:SPI:1998:3979,Spiders,1998,Animalia,Scotophaeus blackwalli,Huismuisspin,Momenteel niet bedreigd,LC,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
2133462,"Scotophaeus scutulatus (L. Koch, 1866)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Scotophaeus,Arachnida,99,FALSE,ACCEPTED,Gnaphosidae,2133462,"Scotophaeus scutulatus (L. Koch, 1866)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Scotophaeus,Arachnida,98,FALSE,ACCEPTED,Gnaphosidae,INBO:RL:NONVAL:SPI:1998:3980,Spiders,1998,Animalia,Scotophaeus scutulatus,Schildmuisspin,Momenteel niet bedreigd,LC,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
5168969,"Scytodes thoracica (Latreille, 1802)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Scytodes,Arachnida,99,FALSE,ACCEPTED,Scytodidae,5168969,"Scytodes thoracica (Latreille, 1802)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Scytodes,Arachnida,98,FALSE,ACCEPTED,Scytodidae,INBO:RL:NONVAL:SPI:1998:3981,Spiders,1998,Animalia,Scytodes thoracica,Lijmspuiter,Momenteel niet bedreigd,LC,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
5169972,"Segestria bavarica C. L. Koch, 1843",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Segestria,Arachnida,100,FALSE,ACCEPTED,Segestriidae,5169972,"Segestria bavarica C. L. Koch, 1843",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Segestria,Arachnida,98,FALSE,ACCEPTED,Segestriidae,INBO:RL:NONVAL:SPI:1998:3982,Spiders,1998,Animalia,Segestria bavarica,Muurzesoog,Momenteel niet bedreigd,LC,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
5169968,"Segestria florentina (Rossi, 1790)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Segestria,Arachnida,99,FALSE,ACCEPTED,Segestriidae,5169968,"Segestria florentina (Rossi, 1790)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Segestria,Arachnida,98,FALSE,ACCEPTED,Segestriidae,INBO:RL:NONVAL:SPI:1998:3983,Spiders,1998,Animalia,Segestria florentina,Kerkzesoog,Momenteel niet bedreigd,LC,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
5169959,"Segestria senoculata (Linnaeus, 1758)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Segestria,Arachnida,99,FALSE,ACCEPTED,Segestriidae,5169959,"Segestria senoculata (Linnaeus, 1758)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Segestria,Arachnida,98,FALSE,ACCEPTED,Segestriidae,INBO:RL:NONVAL:SPI:1998:3984,Spiders,1998,Animalia,Segestria senoculata,Boomzesoog,Momenteel niet bedreigd,LC,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
2135360,"Silometopus ambiguus (O. Pickard-Cambridge, 1905)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Silometopus,Arachnida,99,FALSE,ACCEPTED,Linyphiidae,2135360,"Silometopus ambiguus (O. Pickard-Cambridge, 1905)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Silometopus,Arachnida,98,FALSE,ACCEPTED,Linyphiidae,INBO:RL:NONVAL:SPI:1998:3985,Spiders,1998,Animalia,Silometopus ambiguus,Elegant putkopje,Met uitsterven bedreigd,CR,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR)
2135355,"Silometopus bonessi Casemir, 1970",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Silometopus,Arachnida,100,FALSE,ACCEPTED,Linyphiidae,2135355,"Silometopus bonessi Casemir, 1970",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Silometopus,Arachnida,98,FALSE,ACCEPTED,Linyphiidae,INBO:RL:NONVAL:SPI:1998:3986,Spiders,1998,Animalia,Silometopus bonessi,Hoogveen-groefkopje,Met uitsterven bedreigd,CR,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR)
2135363,"Silometopus elegans (O. Pickard-Cambridge, 1872)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Silometopus,Arachnida,99,FALSE,ACCEPTED,Linyphiidae,2135363,"Silometopus elegans (O. Pickard-Cambridge, 1872)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Silometopus,Arachnida,98,FALSE,ACCEPTED,Linyphiidae,INBO:RL:NONVAL:SPI:1998:3987,Spiders,1998,Animalia,Silometopus elegans,Elegant groefkopje,Kwetsbaar,VU,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
2135358,"Silometopus incurvatus (O. Pickard-Cambridge, 1873)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Silometopus,Arachnida,99,FALSE,ACCEPTED,Linyphiidae,2135358,"Silometopus incurvatus (O. Pickard-Cambridge, 1873)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Silometopus,Arachnida,98,FALSE,ACCEPTED,Linyphiidae,INBO:RL:NONVAL:SPI:1998:3988,Spiders,1998,Animalia,Silometopus incurvatus,Oranje heide-putkopje,Bedreigd,EN,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)
2135362,"Silometopus reussi (Thorell, 1871)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Silometopus,Arachnida,99,FALSE,ACCEPTED,Linyphiidae,2135362,"Silometopus reussi (Thorell, 1871)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Silometopus,Arachnida,98,FALSE,ACCEPTED,Linyphiidae,INBO:RL:NONVAL:SPI:1998:3989,Spiders,1998,Animalia,Silometopus reussi,Plat groefkopje,Kwetsbaar,VU,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
2159393,"Singa hamata (Clerck, 1757)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Singa,Arachnida,99,FALSE,ACCEPTED,Araneidae,2159393,"Singa hamata (Clerck, 1757)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Singa,Arachnida,97,FALSE,ACCEPTED,Araneidae,INBO:RL:NONVAL:SPI:1998:3990,Spiders,1998,Animalia,Singa hamata,Bonte moeraswielspin,Bedreigd,EN,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)
2135122,"Sintula corniger (Blackwall, 1856)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Sintula,Arachnida,99,FALSE,ACCEPTED,Linyphiidae,2135122,"Sintula corniger (Blackwall, 1856)",SPECIES,Araneae,FUZZY,Arthropoda,Animalia,Sintula,Arachnida,94,FALSE,ACCEPTED,Linyphiidae,INBO:RL:NONVAL:SPI:1998:3991,Spiders,1998,Animalia,Sintula cornigera,Bonte moeraswielspin,Waarschijnlijk bedreigd,DD(PT),NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Probably Endangered (DD/PT)
2171700,"Sitticus caricis (Westring, 1861)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Sitticus,Arachnida,99,FALSE,ACCEPTED,Salticidae,2171700,"Sitticus caricis (Westring, 1861)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Sitticus,Arachnida,98,FALSE,ACCEPTED,Salticidae,INBO:RL:NONVAL:SPI:1998:3992,Spiders,1998,Animalia,Sitticus caricis,Muisspringspin,Bedreigd,EN,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)
2171605,"Sitticus distinguendus (Simon, 1868)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Sitticus,Arachnida,99,FALSE,ACCEPTED,Salticidae,2171605,"Sitticus distinguendus (Simon, 1868)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Sitticus,Arachnida,98,FALSE,ACCEPTED,Salticidae,INBO:RL:NONVAL:SPI:1998:3993,Spiders,1998,Animalia,Sitticus distinguendus,Kustspringspin,Bedreigd,EN,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)
2171716,"Sitticus floricola (C. L. Koch, 1837)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Sitticus,Arachnida,99,FALSE,ACCEPTED,Salticidae,2171716,"Sitticus floricola (C. L. Koch, 1837)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Sitticus,Arachnida,98,FALSE,ACCEPTED,Salticidae,INBO:RL:NONVAL:SPI:1998:3994,Spiders,1998,Animalia,Sitticus floricola,Gevlekte moerasspringer,Kwetsbaar,VU,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
2171760,"Sitticus pubescens (Fabricius, 1775)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Sitticus,Arachnida,99,FALSE,ACCEPTED,Salticidae,2171760,"Sitticus pubescens (Fabricius, 1775)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Sitticus,Arachnida,98,FALSE,ACCEPTED,Salticidae,INBO:RL:NONVAL:SPI:1998:3995,Spiders,1998,Animalia,Sitticus pubescens,Harige springspin,Momenteel niet bedreigd,LC,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
2171620,"Sitticus saltator (O. Pickard-Cambridge, 1868)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Sitticus,Arachnida,99,FALSE,ACCEPTED,Salticidae,2171620,"Sitticus saltator (O. Pickard-Cambridge, 1868)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Sitticus,Arachnida,98,FALSE,ACCEPTED,Salticidae,INBO:RL:NONVAL:SPI:1998:3996,Spiders,1998,Animalia,Sitticus saltator,Zandspringspin,Bedreigd,EN,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)
2157263,"Steatoda albomaculata (De Geer, 1778)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Steatoda,Arachnida,99,FALSE,ACCEPTED,Theridiidae,2157263,"Steatoda albomaculata (De Geer, 1778)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Steatoda,Arachnida,98,FALSE,ACCEPTED,Theridiidae,INBO:RL:NONVAL:SPI:1998:3997,Spiders,1998,Animalia,Steatoda albomaculata,Gevlekte steatoda,Kwetsbaar,VU,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
2157233,"Steatoda bipunctata (Linnaeus, 1758)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Steatoda,Arachnida,99,FALSE,ACCEPTED,Theridiidae,2157233,"Steatoda bipunctata (Linnaeus, 1758)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Steatoda,Arachnida,98,FALSE,ACCEPTED,Theridiidae,INBO:RL:NONVAL:SPI:1998:3998,Spiders,1998,Animalia,Steatoda bipunctata,Koffieboonspin,Momenteel niet bedreigd,LC,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
2157245,"Steatoda grossa (C. L. Koch, 1838)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Steatoda,Arachnida,99,FALSE,ACCEPTED,Theridiidae,2157245,"Steatoda grossa (C. L. Koch, 1838)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Steatoda,Arachnida,98,FALSE,ACCEPTED,Theridiidae,INBO:RL:NONVAL:SPI:1998:3999,Spiders,1998,Animalia,Steatoda grossa,Grote steatoda,Momenteel niet bedreigd,LC,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
2157210,"Steatoda phalerata Panzer, 1801",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Asagena,Arachnida,100,TRUE,SYNONYM,Theridiidae,2157210,"Steatoda phalerata Panzer, 1801",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Asagena,Arachnida,98,TRUE,SYNONYM,Theridiidae,INBO:RL:NONVAL:SPI:1998:4000,Spiders,1998,Animalia,Steatoda phalerata,Heidesteatoda,Kwetsbaar,VU,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
2157242,"Steatoda triangulosa (Walckenaer, 1802)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Steatoda,Arachnida,99,FALSE,ACCEPTED,Theridiidae,2157242,"Steatoda triangulosa (Walckenaer, 1802)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Steatoda,Arachnida,98,FALSE,ACCEPTED,Theridiidae,INBO:RL:NONVAL:SPI:1998:4001,Spiders,1998,Animalia,Steatoda triangulosa,Huissteatoda,Momenteel niet bedreigd,LC,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
2138457,"Stemonyphantes lineatus (Linnaeus, 1758)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Stemonyphantes,Arachnida,99,FALSE,ACCEPTED,Linyphiidae,2138457,"Stemonyphantes lineatus (Linnaeus, 1758)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Stemonyphantes,Arachnida,98,FALSE,ACCEPTED,Linyphiidae,INBO:RL:NONVAL:SPI:1998:4002,Spiders,1998,Animalia,Stemonyphantes lineatus,Paardekopje,Momenteel niet bedreigd,LC,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
2137871,"Syedra gracilis (Menge, 1869)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Syedra,Arachnida,99,FALSE,ACCEPTED,Linyphiidae,2137871,"Syedra gracilis (Menge, 1869)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Syedra,Arachnida,98,FALSE,ACCEPTED,Linyphiidae,INBO:RL:NONVAL:SPI:1998:4003,Spiders,1998,Animalia,Syedra gracilis,Elegant dwergspinnetje,Waarschijnlijk bedreigd,DD(PT),NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Probably Endangered (DD/PT)
5171516,"Synema globosum (Fabricius, 1775)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Synema,Arachnida,99,FALSE,ACCEPTED,Thomisidae,5171516,"Synema globosum (Fabricius, 1775)",SPECIES,Araneae,FUZZY,Arthropoda,Animalia,Synema,Arachnida,84,FALSE,ACCEPTED,Thomisidae,INBO:RL:NONVAL:SPI:1998:4004,Spiders,1998,Animalia,Synaema globosum,Blinkende krabspin,Zeldzaam,NT,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
2175890,"Synageles hilarulus (C. L. Koch, 1846)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Synageles,Arachnida,99,FALSE,ACCEPTED,Salticidae,2175890,"Synageles hilarulus (C. L. Koch, 1846)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Synageles,Arachnida,98,FALSE,ACCEPTED,Salticidae,INBO:RL:NONVAL:SPI:1998:4005,Spiders,1998,Animalia,Synageles hilarulus,Kleine mierspringspin,Zeldzaam,NT,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
2175869,"Synageles venator (Lucas, 1836)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Synageles,Arachnida,99,FALSE,ACCEPTED,Salticidae,2175869,"Synageles venator (Lucas, 1836)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Synageles,Arachnida,98,FALSE,ACCEPTED,Salticidae,INBO:RL:NONVAL:SPI:1998:4006,Spiders,1998,Animalia,Synageles venator,Slanke mierspringspin,Momenteel niet bedreigd,LC,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
2138438,"Tallusia experta (O. Pickard-Cambridge, 1871)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Tallusia,Arachnida,99,FALSE,ACCEPTED,Linyphiidae,2138438,"Tallusia experta (O. Pickard-Cambridge, 1871)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Tallusia,Arachnida,98,FALSE,ACCEPTED,Linyphiidae,INBO:RL:NONVAL:SPI:1998:4007,Spiders,1998,Animalia,Tallusia experta,Wimpelpalpje,Momenteel niet bedreigd,LC,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
2135140,"Tapinocyba biscissa (O. Pickard-Cambridge, 1872)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Tapinocyba,Arachnida,99,FALSE,ACCEPTED,Linyphiidae,2135140,"Tapinocyba biscissa (O. Pickard-Cambridge, 1872)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Tapinocyba,Arachnida,98,FALSE,ACCEPTED,Linyphiidae,INBO:RL:NONVAL:SPI:1998:4008,Spiders,1998,Animalia,Tapinocyba biscissa,Gevorkt groefkopje,Waarschijnlijk bedreigd,DD(PT),NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Probably Endangered (DD/PT)
2135135,"Tapinocyba insecta (L. Koch, 1869)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Tapinocyba,Arachnida,99,FALSE,ACCEPTED,Linyphiidae,2135135,"Tapinocyba insecta (L. Koch, 1869)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Tapinocyba,Arachnida,98,FALSE,ACCEPTED,Linyphiidae,INBO:RL:NONVAL:SPI:1998:4009,Spiders,1998,Animalia,Tapinocyba insecta,Bleek weide-groefkopje,Momenteel niet bedreigd,LC,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
2135145,"Tapinocyba pallens (O. Pickard-Cambridge, 1872)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Tapinocyba,Arachnida,99,FALSE,ACCEPTED,Linyphiidae,2135145,"Tapinocyba pallens (O. Pickard-Cambridge, 1872)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Tapinocyba,Arachnida,98,FALSE,ACCEPTED,Linyphiidae,INBO:RL:NONVAL:SPI:1998:4010,Spiders,1998,Animalia,Tapinocyba pallens,Bleek mos-groefkopje,Waarschijnlijk bedreigd,DD(PT),NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Probably Endangered (DD/PT)
2135142,"Tapinocyba praecox (O. Pickard-Cambridge, 1873)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Tapinocyba,Arachnida,99,FALSE,ACCEPTED,Linyphiidae,2135142,"Tapinocyba praecox (O. Pickard-Cambridge, 1873)",SPECIES,Araneae,EXACT,Arthropoda,Animalia,Tapinocyba,Arachnida,98,FALSE,ACCEPTED,Linyphiidae,INBO:RL:NONVAL:SPI:1998:4011,Spiders,1998,Animalia,Tapinocyba praecox,Puntig groefkopje,Momenteel niet bedreigd,LC,NA,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
