taxonID;TaxonomicGroup;YearPublished;Kingdom;Phylum;Class;Order;Family;Genus;Species;SpeciesnameAsPublished;vernacularName;RLCEurope;Criteria;IUCNCriteria;Reference;Biome;Biotope1;Biotope2;Cuddliness;Lifespan;Mobility;NutrientLevel;Spine;license;rightsHolder;accessRights;datasetName;locationID;locality;countryCode;occurrencestatus;threadStatus;RLCAsPublished;RLC;eventDate;language2
INBO:RL:VAL:BIR:2004:206;BreedingBirds;2004;Animalia;Chordata;Aves;Passeriformes;Certhiidae;Certhia;brachydactyla;Certhia brachydactyla;Boomkruiper;LC;Regional;NA;Devos_etal_2004;Terrestrial;Woodlands;NA;High;Shortlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:207;BreedingBirds;2004;Animalia;Chordata;Aves;Passeriformes;Sylviidae;Cettia;cetti;Cettia cetti;Cettis zanger;LC;Regional;NA;Devos_etal_2004;SemiAquatic;Marshes;NA;High;Shortlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT);Zeldzaam;NT;to complete;nl
INBO:RL:VAL:BIR:2004:208;BreedingBirds;2004;Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Charadrius;alexandrinus;Charadrius alexandrinus;Strandplevier;LC;Regional;NA;Devos_etal_2004;Terrestrial;Dunes;NA;High;Shortlived;High;Oligotrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Critically Endangered (CR);Met uitsterven bedreigd;CR;to complete;nl
INBO:RL:VAL:BIR:2004:209;BreedingBirds;2004;Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Charadrius;dubius;Charadrius dubius;Kleine plevier;LC;Regional;NA;Devos_etal_2004;Terrestrial;Rheophilous;NA;High;Shortlived;High;Oligotrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:210;BreedingBirds;2004;Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Charadrius;hiaticula;Charadrius hiaticula;Bontbekplevier;LC;Regional;NA;Devos_etal_2004;Terrestrial;Dunes;NA;High;Shortlived;High;Oligotrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT);Zeldzaam;NT;to complete;nl
INBO:RL:VAL:BIR:2004:213;BreedingBirds;2004;Animalia;Chordata;Aves;Charadriiformes;Laridae;Chlidonias;niger;Chlidonias niger;Zwarte stern;LC;Regional;NA;Devos_etal_2004;SemiAquatic;Marshes;NA;High;Longlived;High;Mesotrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Regionally Extinct (REX);Uitgestorven;RE;to complete;nl
INBO:RL:VAL:BIR:2004:217;BreedingBirds;2004;Animalia;Chordata;Aves;Accipitriformes;Accipitridae;Circus;aeruginosus;Circus aeruginosus;Bruine kiekendief;LC;Regional;NA;Devos_etal_2004;Terrestrial;Agriculture;Marshes;Low;Longlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:219;BreedingBirds;2004;Animalia;Chordata;Aves;Accipitriformes;Accipitridae;Circus;pygargus;Circus pygargus;Grauwe kiekendief;LC;Regional;NA;Devos_etal_2004;Terrestrial;Agriculture;NA;Low;Longlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Critically Endangered (CR);Met uitsterven bedreigd;CR;to complete;nl
INBO:RL:VAL:BIR:2004:220;BreedingBirds;2004;Animalia;Chordata;Aves;Passeriformes;Cisticolidae;Cisticola;juncidis;Cisticola juncidis;Graszanger;LC;Regional;NA;Devos_etal_2004;Terrestrial;Grasslands;NA;High;Shortlived;High;Mesotrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT);Zeldzaam;NT;to complete;nl
INBO:RL:VAL:BIR:2004:221;BreedingBirds;2004;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Coccothraustes;coccothraustes;Coccothraustes coccothraustes;Appelvink;LC;Regional;NA;Devos_etal_2004;Terrestrial;Woodlands;NA;High;Shortlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:222;BreedingBirds;2004;Animalia;Chordata;Aves;Columbiformes;Columbidae;Columba;oenas;Columba oenas;Holenduif;LC;Regional;NA;Devos_etal_2004;Terrestrial;Woodlands;NA;High;Shortlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:223;BreedingBirds;2004;Animalia;Chordata;Aves;Columbiformes;Columbidae;Columba;palumbus;Columba palumbus;Houtduif;LC;Regional;NA;Devos_etal_2004;Terrestrial;Woodlands;Agriculture;High;Shortlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:225;BreedingBirds;2004;Animalia;Chordata;Aves;Passeriformes;Corvidae;Corvus;corone;Corvus corone;Zwarte kraai;LC;Regional;NA;Devos_etal_2004;Terrestrial;Eurytopic;NA;Low;Longlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:226;BreedingBirds;2004;Animalia;Chordata;Aves;Passeriformes;Corvidae;Corvus;frugilegus;Corvus frugilegus;Roek;LC;Regional;NA;Devos_etal_2004;Terrestrial;Woodlands;NA;Low;Longlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:227;BreedingBirds;2004;Animalia;Chordata;Aves;Passeriformes;Corvidae;Corvus;monedula;Corvus monedula;Kauw;LC;Regional;NA;Devos_etal_2004;Terrestrial;Eurytopic;NA;High;Longlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:228;BreedingBirds;2004;Animalia;Chordata;Aves;Galliformes;Phasianidae;Coturnix;coturnix;Coturnix coturnix;Kwartel;LC;Regional;NA;Devos_etal_2004;Terrestrial;Agriculture;NA;High;Shortlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Data Deficient (DD);Onvoldoende gekend;DD;to complete;nl
INBO:RL:VAL:BIR:2004:229;BreedingBirds;2004;Animalia;Chordata;Aves;Gruiformes;Rallidae;Crex;crex;Crex crex;Kwartelkoning;LC;Regional;NA;Devos_etal_2004;Terrestrial;Grasslands;NA;High;Shortlived;High;Mesotrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Critically Endangered (CR);Met uitsterven bedreigd;CR;to complete;nl
INBO:RL:VAL:BIR:2004:230;BreedingBirds;2004;Animalia;Chordata;Aves;Cuculiformes;Cuculidae;Cuculus;canorus;Cuculus canorus;Koekoek;LC;Regional;NA;Devos_etal_2004;Terrestrial;Shrubs;Marshes;High;Shortlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT);Achteruitgaand;NT;to complete;nl
INBO:RL:VAL:BIR:2004:233;BreedingBirds;2004;Animalia;Chordata;Aves;Anseriformes;Anatidae;Cygnus;olor;Cygnus olor;Knobbelzwaan;LC;Regional;NA;Devos_etal_2004;SemiAquatic;Limnophilous;NA;High;Longlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:234;BreedingBirds;2004;Animalia;Chordata;Aves;Passeriformes;Hirundinidae;Delichon;urbicum;Delichon urbica;Huiszwaluw;LC;Regional;NA;Devos_etal_2004;Terrestrial;Anthropogenic;NA;High;Shortlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Vulnerable (VU);Kwetsbaar;VU;to complete;nl
INBO:RL:VAL:BIR:2004:235;BreedingBirds;2004;Animalia;Chordata;Aves;Piciformes;Picidae;Dendrocopos;major;Dendrocopos major;Grote bonte specht;LC;Regional;NA;Devos_etal_2004;Terrestrial;Woodlands;NA;High;Shortlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:237;BreedingBirds;2004;Animalia;Chordata;Aves;Piciformes;Picidae;Dendrocopos;minor;Dendrocopos minor;Kleine bonte specht;LC;Regional;NA;Devos_etal_2004;Terrestrial;Woodlands;NA;High;Shortlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:238;BreedingBirds;2004;Animalia;Chordata;Aves;Piciformes;Picidae;Dryocopus;martius;Dryocopus martius;Zwarte specht;LC;Regional;NA;Devos_etal_2004;Terrestrial;Woodlands;NA;High;Shortlived;High;Mesotrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:239;BreedingBirds;2004;Animalia;Chordata;Aves;Pelecaniformes;Ardeidae;Egretta;garzetta;Egretta garzetta;Kleine zilverreiger;LC;Regional;NA;Devos_etal_2004;SemiAquatic;Marshes;NA;High;Longlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT);Zeldzaam;NT;to complete;nl
INBO:RL:VAL:BIR:2004:241;BreedingBirds;2004;Animalia;Chordata;Aves;Passeriformes;Emberizidae;Emberiza;citrinella;Emberiza citrinella;Geelgors;LC;Regional;NA;Devos_etal_2004;Terrestrial;Agriculture;NA;High;Shortlived;High;Mesotrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Endangered (EN);Bedreigd;EN;to complete;nl
INBO:RL:VAL:BIR:2004:242;BreedingBirds;2004;Animalia;Chordata;Aves;Passeriformes;Emberizidae;Emberiza;hortulana;Emberiza hortulana;Ortolaan;LC;Regional;NA;Devos_etal_2004;Terrestrial;Agriculture;NA;High;Shortlived;High;Mesotrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Regionally Extinct (REX);Uitgestorven;RE;to complete;nl
INBO:RL:VAL:BIR:2004:243;BreedingBirds;2004;Animalia;Chordata;Aves;Passeriformes;Emberizidae;Emberiza;schoeniclus;Emberiza schoeniclus;Rietgors;LC;Regional;NA;Devos_etal_2004;SemiAquatic;Marshes;NA;High;Shortlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Endangered (EN);Bedreigd;EN;to complete;nl
INBO:RL:VAL:BIR:2004:244;BreedingBirds;2004;Animalia;Chordata;Aves;Passeriformes;Muscicapidae;Erithacus;rubecula;Erithacus rubecula;Roodborst;LC;Regional;NA;Devos_etal_2004;Terrestrial;Eurytopic;NA;High;Shortlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:246;BreedingBirds;2004;Animalia;Chordata;Aves;Falconiformes;Falconidae;Falco;subbuteo;Falco subbuteo;Boomvalk;LC;Regional;NA;Devos_etal_2004;Terrestrial;Woodlands;NA;Low;Longlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:247;BreedingBirds;2004;Animalia;Chordata;Aves;Falconiformes;Falconidae;Falco;tinnunculus;Falco tinnunculus;Torenvalk;LC;Regional;NA;Devos_etal_2004;Terrestrial;Agriculture;NA;Low;Shortlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:248;BreedingBirds;2004;Animalia;Chordata;Aves;Passeriformes;Muscicapidae;Ficedula;hypoleuca;Ficedula hypoleuca;Bonte vliegenvanger;LC;Regional;NA;Devos_etal_2004;Terrestrial;Woodlands;NA;High;Shortlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:249;BreedingBirds;2004;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Fringilla;coelebs;Fringilla coelebs;Vink;LC;Regional;NA;Devos_etal_2004;Terrestrial;Woodlands;NA;High;Shortlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:251;BreedingBirds;2004;Animalia;Chordata;Aves;Gruiformes;Rallidae;Fulica;atra;Fulica atra;Meerkoet;NT;Regional;NA;Devos_etal_2004;SemiAquatic;Limnophilous;NA;High;Shortlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:252;BreedingBirds;2004;Animalia;Chordata;Aves;Passeriformes;Alaudidae;Galerida;cristata;Galerida cristata;Kuifleeuwerik;LC;Regional;NA;Devos_etal_2004;Terrestrial;Dunes;NA;High;Shortlived;High;Oligotrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Critically Endangered (CR);Met uitsterven bedreigd;CR;to complete;nl
INBO:RL:VAL:BIR:2004:253;BreedingBirds;2004;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Gallinago;gallinago;Gallinago gallinago;Watersnip;LC;Regional;NA;Devos_etal_2004;Terrestrial;Marshes;NA;High;Shortlived;High;Mesotrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Critically Endangered (CR);Met uitsterven bedreigd;CR;to complete;nl
INBO:RL:VAL:BIR:2004:254;BreedingBirds;2004;Animalia;Chordata;Aves;Gruiformes;Rallidae;Gallinula;chloropus;Gallinula chloropus;Waterhoen;LC;Regional;NA;Devos_etal_2004;SemiAquatic;Limnophilous;NA;High;Shortlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:255;BreedingBirds;2004;Animalia;Chordata;Aves;Passeriformes;Corvidae;Garrulus;glandarius;Garrulus glandarius;Gaai;LC;Regional;NA;Devos_etal_2004;Terrestrial;Woodlands;NA;High;Longlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:256;BreedingBirds;2004;Animalia;Chordata;Aves;Charadriiformes;Haematopodidae;Haematopus;ostralegus;Haematopus ostralegus;Scholekster;VU;Regional;NA;Devos_etal_2004;Terrestrial;Agriculture;NA;High;Longlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:257;BreedingBirds;2004;Animalia;Chordata;Aves;Charadriiformes;Recurvirostridae;Himantopus;himantopus;Himantopus himantopus;Steltkluut;LC;Regional;NA;Devos_etal_2004;Terrestrial;Marshes;NA;High;Longlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT);Zeldzaam;NT;to complete;nl
INBO:RL:VAL:BIR:2004:258;BreedingBirds;2004;Animalia;Chordata;Aves;Passeriformes;Sylviidae;Hippolais;icterina;Hippolais icterina;Spotvogel;LC;Regional;NA;Devos_etal_2004;Terrestrial;Shrubs;NA;High;Shortlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Least Concern (LC);Momenteel niet bedreigd;LC;to complete;nl
INBO:RL:VAL:BIR:2004:260;BreedingBirds;2004;Animalia;Chordata;Aves;Passeriformes;Hirundinidae;Hirundo;rustica;Hirundo rustica;Boerenzwaluw;LC;Regional;NA;Devos_etal_2004;Terrestrial;Agriculture;NA;High;Shortlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Near Threatened (NT);Achteruitgaand;NT;to complete;nl
INBO:RL:VAL:BIR:2004:261;BreedingBirds;2004;Animalia;Chordata;Aves;Pelecaniformes;Ardeidae;Ixobrychus;minutus;Ixobrychus minutus;Woudaap;LC;Regional;NA;Devos_etal_2004;SemiAquatic;Marshes;NA;High;Shortlived;High;Eutrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Critically Endangered (CR);Met uitsterven bedreigd;CR;to complete;nl
INBO:RL:VAL:BIR:2004:262;BreedingBirds;2004;Animalia;Chordata;Aves;Piciformes;Picidae;Jynx;torquilla;Jynx torquilla;Draaihals;LC;Regional;NA;Devos_etal_2004;Terrestrial;Woodlands;NA;High;Shortlived;High;Mesotrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Critically Endangered (CR);Met uitsterven bedreigd;CR;to complete;nl
INBO:RL:VAL:BIR:2004:263;BreedingBirds;2004;Animalia;Chordata;Aves;Passeriformes;Laniidae;Lanius;collurio;Lanius collurio;Grauwe klauwier;LC;Regional;NA;Devos_etal_2004;Terrestrial;Shrubs;NA;High;Shortlived;High;Mesotrophic;Vertebrate;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Validated Red Lists of Flanders;http://marineregions.org/mrgid/2469;Flanders;BE;present;Critically Endangered (CR);Met uitsterven bedreigd;CR;to complete;nl
